name,rank,correct_name
Alteromonas luteoviolacea,species,Pseudoalteromonas luteoviolacea
Alteromonas putrefaciens,species,Shewanella putrefaciens
Alteromonas rubra,species,Pseudoalteromonas rubra
Alteromonas tetraodonis,species,Pseudoalteromonas tetraodonis
Alteromonas undina,species,Pseudoalteromonas undina
Alteromonas vaga,species,Oceanospirillum vagum
Aminobacter lissarensis,species,Aminobacter carboxidus
Aminocella lysinolytica,species,Aminicella lysinilytica
Aminocella,genus,Aminicella
Amoebobacter pedioformis,species,Thiolamprovum pedioforme
Amoebobacter pendens,species,Thiocapsa pendens
Amoebobacter purpureus,species,Lamprocystis purpurea
Amoebobacter roseus,species,Thiocapsa rosea
Amoebobacter,genus,Thiocapsa
Amorphoplanes auranticolor,species,Actinoplanes auranticolor
Amorphoplanes digitatis,species,Actinoplanes digitatus
Amorphoplanes digitatus,species,Actinoplanes digitatus
Amorphoplanes friuliensis,species,Actinoplanes friuliensis
Amorphoplanes nipponensis,species,Actinoplanes nipponensis
Amorphoplanes,genus,Actinoplanes
Amorphosporangium auranticolor,species,Actinoplanes auranticolor
Amorphosporangium globisporum,species,Actinoplanes globisporus
Amorphosporangium,genus,Actinoplanes
Amphibacillus fermentum,species,Pelagirhabdus fermentum
Amphritea ceti,species,Aliamphritea ceti
Amphritea spongicola,species,Aliamphritea spongicola
Ampullariella campanulata,species,Actinoplanes campanulatus
Ampullariella digitata,species,Actinoplanes digitatus
Ampullariella lobata,species,Actinoplanes lobatus
Ampullariella regularis,species,Actinoplanes regularis
Ampullariella,genus,Actinoplanes
Amycolata alni,species,Pseudonocardia alni
Amycolata autotrophica,species,Pseudonocardia autotrophica
Amycolata hydrocarbonoxydans,species,Pseudonocardia hydrocarbonoxydans
Amycolata saturnea,species,Pseudonocardia saturnea
Amycolata,genus,Pseudonocardia
Amycolatopsis albidoflavus,species,Amycolatopsis albidoflava
Amycolatopsis eurytherma,species,Amycolatopsis thermoflava
Amycolatopsis fastidiosa,species,Actinokineospora fastidiosa
Amycolatopsis halophila,species,Haloechinothrix halophila
Amycolatopsis japonicum,species,Amycolatopsis japonica
Amycolatopsis niigatensis,species,Amycolatopsis echigonensis
Amycolatopsis pithecelloba,species,Amycolatopsis pithecellobii
Amycolatopsis rugosa,species,Prauserella rugosa
Amycolatopsis salitolerans,species,Haloechinothrix salitolerans
Amycolicicoccus subflavus,species,Hoyosella subflava
Amycolicicoccus,genus,Hoyosella
Anaeroarcus burkinabensis,species,Anaeroarcus burkinensis
Anaerobacillus alkalilacustre,species,Anaerobacillus alkalilacustris
Anaerobacter polyendosporus,species,Clostridium polyendosporum
Anaerobacter,genus,Clostridium
Anaerobaculum hydrogeniformans,species,Acetomicrobium hydrogeniformans
Anaerobaculum mobile,species,Acetomicrobium mobile
Anaerobaculum thermoterrenum,species,Acetomicrobium thermoterrenum
Anaerobaculum,genus,Acetomicrobium
Anaerococcus degenerii,species,Anaerococcus degeneri
Anaerococcus kampingiae,species,Anaerococcus kampingae
Anaerococcus provenciensis,species,Anaerococcus provencensis
Anaerococcus rubiinfantis,species,Anaerococcus rubeinfantis
Anaeroglobus geminatus,species,Megasphaera geminata
Anaeroglobus,genus,Megasphaera
Anaerophilus nitritogenes,species,Anaerophilus nitritigenes
Anaerorhabdus furcosus,species,Anaerorhabdus furcosa
Anaerovibrio burkinabensis,species,Anaeroarcus burkinensis
Anaerovibrio glycerini,species,Anaerosinus glycerini
Anaerovibrio lipolytica,species,Anaerovibrio lipolyticus
Anaplasma phagocytophila,species,Anaplasma phagocytophilum
Ancylomarina euxinus,species,Ancylomarina euxina
Andreesenella formicoacetica,species,Andreesenella formicacetica
Aneurinibacillus aneurinolyticus,species,Aneurinibacillus aneurinilyticus
Angiococcus disciformis,species,Archangium disciforme
Angiococcus,genus,Archangium
Angulomicrobium amanitiforme,species,Ancylobacter amanitiformis
Angulomicrobium tetraedrale,species,Ancylobacter tetraedralis
Angulomicrobium,genus,Ancylobacter
Anianabacter salinae,species,Anianibacter salinarum
Anianabacter,genus,Anianibacter
Anoxybacillus amylolyticus,species,Anoxybacteroides amylolyticum
Anoxybacillus caldiproteolyticus,species,Thermaerobacillus caldiproteolyticus
Anoxybacillus contaminans,species,Anoxybacteroides contaminans
Anoxybacillus geothermalis,species,Anoxybacillus rupiensis
Anoxybacillus pushchinensis,species,Anoxybacillus pushchinoensis
Anoxybacillus salavatliensis,species,Anoxybacillus gonensis
Anoxybacillus sediminis,species,Brevibacillus sedimenti
Anoxybacillus tepidamans,species,Anoxybacteroides tepidamans
Anoxybacillus vitaminiphilus,species,Paranoxybacillus vitaminiphilus
Anoxybacillus voinovskiensis,species,Anoxybacteroides voinovskiense
Anoxybacteroides amylolyticus,species,Anoxybacteroides amylolyticum
Anoxybacteroides geothermale,species,Anoxybacillus rupiensis
Anoxybacteroides geothermalis,species,Anoxybacillus rupiensis
Anoxybacteroides rupiense,species,Anoxybacillus rupiensis
Anoxybacteroides rupiensis,species,Anoxybacillus rupiensis
Anoxybacteroides voinovskiensis,species,Anoxybacteroides voinovskiense
Antiquaquibacter metalliresistens,species,Salinibacterium metalliresistens
Antiquaquibacter soli,species,Salinibacterium soli
Apilactobacillus kosoi,species,Apilactobacillus micheneri
Aporhodopirellula aestuarii,species,Rhodopirellula aestuarii
Aporhodopirellula rubra,species,Rhodopirellula rubra
Aporhodopirellula,genus,Rhodopirellula
Aquabacterium pictum,species,Rubrivivax pictus
Aquabacterium tepidiphilum,species,Caldimonas tepidiphila
Aquaspirillum anulus,species,Giesbergeria anulus
Aquaspirillum aquaticum,species,Comamonas aquatica
Aquaspirillum autotrophicum,species,Herbaspirillum autotrophicum
Aquaspirillum delicatum,species,Curvibacter delicatus
Aquaspirillum fasciculus,species,Prolinoborus fasciculus
Aquaspirillum giesbergeri,species,Giesbergeria giesbergeri
Aquaspirillum gracile,species,Hylemonella gracilis
Aquaspirillum itersonii,species,Novispirillum itersonii
Aquaspirillum magnetotacticum,species,Magnetospirillum magnetotacticum
Aquaspirillum metamorphum,species,Simplicispira metamorpha
Aquaspirillum peregrinum,species,Insolitispirillum peregrinum
Aquaspirillum psychrophilum,species,Simplicispira psychrophila
Aquaspirillum sinuosum,species,Giesbergeria sinuosa
Aquiflexum aquatile,species,Cognataquiflexum aquatile
Aquincola rivuli,species,Rubrivivax rivuli
Aquipseudomonas alcaligenes,species,Pseudomonas alcaligenes
Aquipseudomonas campi,species,Pseudomonas campi
Aquipseudomonas guryensis,species,Pseudomonas guryensis
Aquipseudomonas ullengensis,species,Pseudomonas ullengensis
Aquipseudomonas,genus,Pseudomonas
Aquisediminimonas godavariana,species,Chakrabartia godavariana
Arboriscoccus pini,species,Arboricoccus pini
Arboriscoccus,genus,Arboricoccus
Arcanobacterium abortisuis,species,Trueperella abortisuis
Arcanobacterium bernardiae,species,Trueperella bernardiae
Arcanobacterium bialowiezense,species,Trueperella bialowiezensis
Arcanobacterium bonasi,species,Trueperella bonasi
Arcanobacterium pyogenes,species,Trueperella pyogenes
Archangium lansinium,species,Archangium lansingense
Arcobacter haliotis,species,Arcobacter lekithochrous
Arcticiflavibacter luteus,species,Psychroserpens luteus
Arcticiflavibacter,genus,Psychroserpens
Arenitalea lutea,species,Algibacter luteus
Arenitalea,genus,Algibacter
Aromatoleum pumilum,species,Pseudazoarcus pumilus
Arthrobacter albidus,species,Sinomonas albida
Arthrobacter albus,species,Pseudoglutamicibacter albus
Arthrobacter antarcticus,species,Paeniglutamicibacter antarcticus
Arthrobacter ardleyensis,species,Glutamicibacter bergerei
Arthrobacter arilaitensis,species,Glutamicibacter arilaitensis
Arthrobacter atrocyaneus,species,Sinomonas atrocyanea
Arthrobacter aurescens,species,Paenarthrobacter aurescens
Arthrobacter bergerei,species,Glutamicibacter bergerei
Arthrobacter chlorophenolicus,species,Pseudarthrobacter chlorophenolicus
Arthrobacter creatinolyticus,species,Glutamicibacter creatinolyticus
Arthrobacter cryotolerans,species,Paeniglutamicibacter cryotolerans
Arthrobacter cumminsii,species,Pseudoglutamicibacter cumminsii
Arthrobacter defluvii,species,Pseudarthrobacter defluvii
Arthrobacter dokdonellae,species,Arthrobacter dokdonensis
Arthrobacter duodecadis,species,Phycicoccus duodecadis
Arthrobacter echigonensis,species,Sinomonas echigonensis
Arthrobacter enclensis,species,Pseudarthrobacter enclensis
Arthrobacter endophyticus,species,Glutamicibacter endophyticus
Arthrobacter equi,species,Pseudarthrobacter equi
Arthrobacter flavescens,species,Microbacterium flavescens
Arthrobacter gangotriensis,species,Paeniglutamicibacter gangotriensis
Arthrobacter globiforme,species,Arthrobacter globiformis
Arthrobacter histidinolovorans,species,Paenarthrobacter histidinolovorans
Arthrobacter ilicis,species,Paenarthrobacter ilicis
Arthrobacter kerguelensis,species,Paeniglutamicibacter kerguelensis
Arthrobacter mysorens,species,Glutamicibacter nicotianae
Arthrobacter nasiphocae,species,Falsarthrobacter nasiphocae
Arthrobacter nicotianae,species,Glutamicibacter nicotianae
Arthrobacter nicotinovorans,species,Paenarthrobacter nicotinovorans
Arthrobacter niigatensis,species,Pseudarthrobacter niigatensis
Arthrobacter nitroguajacolicus,species,Paenarthrobacter nitroguajacolicus
Arthrobacter oxydans,species,Pseudarthrobacter oxydans
Arthrobacter phenanthrenivorans,species,Pseudarthrobacter phenanthrenivorans
Arthrobacter picolinophilus,species,Rhodococcus erythropolis
Arthrobacter polychromogenes,species,Pseudarthrobacter polychromogenes
Arthrobacter protophormiae,species,Glutamicibacter protophormiae
Arthrobacter psychrophenolicus,species,Paeniglutamicibacter psychrophenolicus
Arthrobacter radiotolerans,species,Rubrobacter radiotolerans
Arthrobacter sanguinis,species,Haematomicrobium sanguinis
Arthrobacter scleromae,species,Pseudarthrobacter scleromae
Arthrobacter siccitolerans,species,Pseudarthrobacter siccitolerans
Arthrobacter siderocapsulatus,species,Pseudomonas putida
Arthrobacter simplex,species,Nocardioides simplex
Arthrobacter soli,species,Glutamicibacter soli
Arthrobacter sulfonivorans,species,Pseudarthrobacter sulfonivorans
Arthrobacter sulfureus,species,Paeniglutamicibacter sulfureus
Arthrobacter terregens,species,Microbacterium terregens
Arthrobacter tumescens,species,Terrabacter tumescens
Arthrobacter uratoxydans,species,Glutamicibacter uratoxydans
Arthrobacter ureafaciens,species,Paenarthrobacter ureafaciens
Arthrobacter variabilis,species,Corynebacterium variabile
Arthrobacter viscosus,species,Rhizobium viscosum
Asaccharobacter celatus,species,Adlercreutzia equolifaciens subsp. celata
Asaccharobacter,genus,Adlercreutzia
Asaia astilbes,species,Asaia astilbis
Asaia lannaensis,species,Asaia lannensis
Asinibacterium lactis,species,Sediminibacterium lactis
Asinibacterium,genus,Sediminibacterium
Asprobacillus argos,species,Asprobacillus argus
Aspromonas composti,species,Arenimonas composti
Aspromonas,genus,Arenimonas
Asticcacaulis biprosthecium,species,Asticcacaulis biprosthecius
Asticcacaulis biprosthecum,species,Asticcacaulis biprosthecius
Atlantibacter hermannii,species,Escherichia hermannii
Atlantibacter subterranea,species,Salmonella subterranea
Atlantibacter subterraneus,species,Salmonella subterranea
Atlantibacter,genus,Escherichia
Atopobium parvulum,species,Lancefieldella parvula
Atopobium rimae,species,Lancefieldella rimae
Atopobium vaginae,species,Fannyhessea vaginae
Atopostipes suicloacale,species,Atopostipes suicloacalis
Aurantimonas altamirensis,species,Aureimonas altamirensis
Aurantimonas frigidaquae,species,Aureimonas frigidaquae
Aurantimonas manganoxidans,species,Aurantimonas coralicida
Aurantimonas manganoxydans,species,Aurantimonas coralicida
Aurantimonas ureilytica,species,Aureimonas ureilytica
Aureimonas glaciistagni,species,Jiella glaciistagni
Aureimonas psammosilene,species,Aureimonas psammosilenae
Aureobacterium arabinogalactanolyticum,species,Microbacterium arabinogalactanolyticum
Aureobacterium barkeri,species,Microbacterium barkeri
Aureobacterium esteraromaticum,species,Microbacterium esteraromaticum
Aureobacterium flavescens,species,Microbacterium flavescens
Aureobacterium keratanolyticum,species,Microbacterium keratanolyticum
Aureobacterium liquefaciens,species,Microbacterium liquefaciens
Aureobacterium luteolum,species,Microbacterium luteolum
Aureobacterium resistens,species,Microbacterium resistens
Aureobacterium saperdae,species,Microbacterium saperdae
Aureobacterium schleiferi,species,Microbacterium schleiferi
Aureobacterium terrae,species,Microbacterium terrae
Aureobacterium terregens,species,Microbacterium terregens
Aureobacterium testaceum,species,Microbacterium testaceum
Aureobacterium trichothecenolyticum,species,Microbacterium trichothecenolyticum
Aureobacterium,genus,Microbacterium
Auricoccus indicus,species,Abyssicoccus albus
Auricoccus,genus,Abyssicoccus
Azoarcus anaerobius,species,Aromatoleum anaerobium
Azoarcus buckelii,species,Aromatoleum buckelii
Azoarcus communis,species,Parazoarcus communis
Azoarcus evansii,species,Aromatoleum evansii
Azoarcus halotolerans,species,Cognatazoarcus halotolerans
Azoarcus nasutitermitis,species,Pseudothauera nasutitermitis
Azoarcus pumilus,species,Pseudazoarcus pumilus
Azoarcus rhizosphaerae,species,Pseudothauera rhizosphaerae
Azoarcus tolulyticus,species,Aromatoleum tolulyticum
Azoarcus toluvorans,species,Aromatoleum toluvorans
Azomonotrichon macrocytogenes,species,Azomonas macrocytogenes
Azomonotrichon,genus,Azomonas
Azospirillum amazonense,species,Nitrospirillum amazonense
Azospirillum brasiliense,species,Azospirillum brasilense
Azospirillum irakense,species,Niveispirillum irakense
Azospirillum largomobile,species,Azospirillum largimobile
Azotobacter macrocytogenes,species,Azomonas macrocytogenes
Azotobacter paspali,species,Azorhizophilus paspali
Bacillus abyssalis,species,Priestia abyssalis
Bacillus acanthi,species,Peribacillus acanthi
Bacillus acidiceler,species,Gottfriedia acidiceleris
Bacillus acidicola,species,Heyndrickxia acidicola
Bacillus acidinfaciens,species,Siminovitchia acidinfaciens
Bacillus acidiproducens,species,Heyndrickxia acidiproducens
Bacillus aciditolerans,species,Ferdinandcohnia aciditolerans
Bacillus acidocaldarius,species,Alicyclobacillus acidocaldarius
Bacillus acidoterrestris,species,Alicyclobacillus acidoterrestris
Bacillus agaradhaerens,species,Salipaludibacillus agaradhaerens
Bacillus agri,species,Brevibacillus agri
Bacillus aidingensis,species,Salibacterium aidingense
Bacillus akibai,species,Halalkalibacter akibai
Bacillus alcalophilus,species,Alkalihalobacillus alcalophilus
Bacillus algicola,species,Alkalihalobacillus algicola
Bacillus alginolyticus,species,Paenibacillus alginolyticus
Bacillus alkalicellulosilyticus,species,Alkalihalobacterium alkalicellulosilyticum
Bacillus alkalicola,species,Evansella alkalicola
Bacillus alkalidiazotrophicus,species,Anaerobacillus alkalidiazotrophicus
Bacillus alkalilacus,species,Alkalihalobacillus alkalilacus
Bacillus alkalinitrilicus,species,Alkalihalobacterium alkalinitrilicum
Bacillus alkalisediminis,species,Halalkalibacter alkalisediminis
Bacillus alkalitelluris,species,Litchfieldia alkalitelluris
Bacillus alkalitolerans,species,Peribacillus alkalitolerans
Bacillus alvei,species,Paenibacillus alvei
Bacillus amylolyticus,species,Paenibacillus amylolyticus
Bacillus andreesenii,species,Anoxybacillus andreesenii
Bacillus aneurinilyticus,species,Aneurinibacillus aneurinilyticus
Bacillus aneurinolyticus,species,Aneurinibacillus aneurinilyticus
Bacillus antri,species,Ectobacillus antri
Bacillus aquimaris,species,Rossellomorea aquimaris
Bacillus arenosi,species,Viridibacillus arenosi
Bacillus arseniciselenatis,species,Anaerobacillus arseniciselenatis
Bacillus arsenicoselenatis,species,Anaerobacillus arseniciselenatis
Bacillus arsenicus,species,Fictibacillus arsenicus
Bacillus arvi,species,Viridibacillus arvi
Bacillus aryabhattai,species,Priestia aryabhattai
Bacillus asahii,species,Peribacillus asahii
Bacillus aurantiacus,species,Alteribacter aurantiacus
Bacillus axarquiensis,species,Bacillus halotolerans
Bacillus azotofixans,species,Paenibacillus azotofixans
Bacillus azotoformans,species,Schinkia azotoformans
Bacillus badius,species,Pseudobacillus badius
Bacillus barbaricus,species,Fictibacillus barbaricus
Bacillus bataviensis,species,Neobacillus bataviensis
